min_t,max_t,min_f,max_f,label,recording
574.666666667,575.44,225.046,547.547,upsweep_500hz,1_20230331_180000.wav
577.026666667,577.933333333,240.727,577.862,upsweep_500hz,1_20230331_180000.wav
579.586666667,580.44,257.501,626.511,upsweep_500hz,1_20230331_180000.wav
59.445333333,60.714666667,1761.0,4807.52,triangle_3khz,1_20230506_170000.wav
411.626666667,412.138666667,1721.26,3783.01,triangle_3khz,1_20230506_170000.wav
415.392,415.914666667,1781.22,3614.2,triangle_3khz,1_20230506_170000.wav
420.04,420.632,1483.93,3452.92,triangle_3khz,1_20230506_170000.wav
425.877333333,426.378666667,1663.33,3959.71,triangle_3khz,1_20230506_170000.wav
439.690666667,440.213333333,1781.22,3614.2,triangle_3khz,1_20230506_170000.wav
451.392,451.850666667,1589.11,3532.64,triangle_3khz,1_20230506_170000.wav
462.730666667,463.370666667,1589.11,3655.68,triangle_3khz,1_20230506_170000.wav
273.56,274.2,2509.33,4021.0,nr_syllable_3khz,1_20230327_073000.wav
274.413333333,274.906666667,2794.88,3914.1,nr_syllable_3khz,1_20230327_073000.wav
275.16,275.76,2648.26,3861.73,nr_syllable_3khz,1_20230327_073000.wav
275.88,276.493333333,2577.86,3967.19,nr_syllable_3khz,1_20230327_073000.wav
276.626666667,277.226666667,2648.26,3861.73,nr_syllable_3khz,1_20230327_073000.wav
277.4,277.986666667,2577.86,3861.73,nr_syllable_3khz,1_20230327_073000.wav
278.146666667,278.733333333,2475.75,3861.73,nr_syllable_3khz,1_20230327_073000.wav
278.92,279.493333333,2543.36,4075.53,nr_syllable_3khz,1_20230327_073000.wav
279.72,280.346666667,2475.75,3810.05,nr_syllable_3khz,1_20230327_073000.wav
280.44,281.013333333,2577.86,3967.19,nr_syllable_3khz,1_20230327_073000.wav
281.28,281.88,2543.36,3810.05,nr_syllable_3khz,1_20230327_073000.wav
283.093333333,283.68,2612.82,3861.73,nr_syllable_3khz,1_20230327_073000.wav
283.973333333,284.573333333,2577.86,3861.73,nr_syllable_3khz,1_20230327_073000.wav
292.08,292.704,2577.86,3914.1,nr_syllable_3khz,1_20230327_073000.wav
508.181333333,509.557333333,5882.49,8678.85,fast_trill_6khz,1_20230829_073000.wav
572.117333333,573.248,5882.49,8096.57,fast_trill_6khz,1_20230829_073000.wav
588.333333333,589.293333333,6132.78,8096.57,fast_trill_6khz,1_20230829_073000.wav
67.68,68.426666667,1503.93,3467.17,triangle_3khz,1_20230319_063000.wav
214.613333333,215.893333333,5631.22,15467.1,fast_trill_6khz,1_20230319_063000.wav
225.672,227.688,6023.61,11044.4,fast_trill_6khz,1_20230319_063000.wav
233.76,235.224,5943.0,10750.8,fast_trill_6khz,1_20230319_063000.wav
234.156,235.404,1697.79,4243.62,triangle_3khz,1_20230319_063000.wav
243.516,244.848,6105.3,11655.8,fast_trill_6khz,1_20230319_063000.wav
412.056,412.736,1608.73,3708.76,triangle_3khz,1_20230319_063000.wav
511.88,513.096,1587.2,4418.64,triangle_3khz,1_20230319_063000.wav
266.694,267.21,1791.79,4539.32,nr_syllable_3khz,1_20230413_120000.wav
267.492,268.098,1675.07,4418.64,nr_syllable_3khz,1_20230413_120000.wav
268.26,268.866,1720.82,4130.81,nr_syllable_3khz,1_20230413_120000.wav
269.004,269.61,1697.79,4130.81,nr_syllable_3khz,1_20230413_120000.wav
269.736,270.354,1791.79,4021.0,nr_syllable_3khz,1_20230413_120000.wav
368.632,369.176,1791.79,4021.0,nr_syllable_3khz,1_20230413_120000.wav
369.776,370.408,1840.73,4186.84,nr_syllable_3khz,1_20230413_120000.wav
46.629333333,47.124,2369.33,4005.16,nr_syllable_3khz,1_20230501_073000.wav
47.385333333,47.917333333,2342.45,3870.35,nr_syllable_3khz,1_20230501_073000.wav
48.094666667,48.654666667,2187.42,3783.01,nr_syllable_3khz,1_20230501_073000.wav
48.832,49.364,2289.59,3826.43,nr_syllable_3khz,1_20230501_073000.wav
49.522666667,50.073333333,2315.87,3826.43,nr_syllable_3khz,1_20230501_073000.wav
498.24,499.008,277.222,377.267,upsweep_500hz,1_20230501_073000.wav
500.224,500.816,283.622,404.006,upsweep_500hz,1_20230501_073000.wav
501.968,502.832,274.076,394.889,upsweep_500hz,1_20230501_073000.wav
503.792,504.64,264.851,390.408,upsweep_500hz,1_20230501_073000.wav
505.664,506.288,296.869,422.876,upsweep_500hz,1_20230501_073000.wav
507.432,508.2,277.222,372.986,upsweep_500hz,1_20230501_073000.wav
508.992,509.952,293.501,385.978,upsweep_500hz,1_20230501_073000.wav
510.936,511.8,286.877,390.408,upsweep_500hz,1_20230501_073000.wav
591.6,592.68,286.877,399.421,upsweep_500hz,1_20230501_073000.wav
593.52,594.312,303.723,399.421,upsweep_500hz,1_20230501_073000.wav
595.464,596.088,300.277,413.333,upsweep_500hz,1_20230501_073000.wav
597.36,597.912,303.723,399.421,upsweep_500hz,1_20230501_073000.wav
598.968,599.808,300.277,404.006,upsweep_500hz,1_20230501_073000.wav
229.213333333,230.013333333,1518.19,4240.35,triangle_3khz,1_20230429_073000.wav
235.613333333,236.333333333,1483.93,4097.63,triangle_3khz,1_20230429_073000.wav
244.053333333,244.826666667,1761.0,4438.4,triangle_3khz,1_20230429_073000.wav
251.813333333,252.746666667,1864.41,4240.35,triangle_3khz,1_20230429_073000.wav
287.152,287.936,1822.34,4289.02,triangle_3khz,1_20230429_073000.wav
317.202666667,317.688,2655.77,3914.77,nr_syllable_3khz,1_20230429_073000.wav
317.92,318.424,2843.99,3783.01,nr_syllable_3khz,1_20230429_073000.wav
318.656,319.24,2811.72,3870.35,nr_syllable_3khz,1_20230429_073000.wav
319.56,320.056,2779.81,3870.35,nr_syllable_3khz,1_20230429_073000.wav
320.288,320.832,2843.99,3870.35,nr_syllable_3khz,1_20230429_073000.wav
321.048,321.584,2811.72,3740.08,nr_syllable_3khz,1_20230429_073000.wav
321.824,322.48,2909.65,3826.43,nr_syllable_3khz,1_20230429_073000.wav
322.664,323.176,2909.65,3783.01,nr_syllable_3khz,1_20230429_073000.wav
323.488,323.968,2779.81,3740.08,nr_syllable_3khz,1_20230429_073000.wav
324.224,324.712,2976.83,3783.01,nr_syllable_3khz,1_20230429_073000.wav
234.421333333,235.104,1663.33,3870.35,triangle_3khz,1_20230503_073000.wav
237.578666667,238.208,1721.26,3655.68,triangle_3khz,1_20230503_073000.wav
243.848,244.584,1450.45,3740.08,triangle_3khz,1_20230503_073000.wav
248.536,249.28,1553.25,3697.64,triangle_3khz,1_20230503_073000.wav
253.352,254.088,1535.62,3740.08,triangle_3khz,1_20230503_073000.wav
257.296,258.04,1535.62,3826.43,triangle_3khz,1_20230503_073000.wav
262.16,262.888,1553.25,3783.01,triangle_3khz,1_20230503_073000.wav
349.488,350.256,1644.46,3826.43,triangle_3khz,1_20230503_073000.wav
362.944,363.744,1607.35,3914.77,triangle_3khz,1_20230503_073000.wav
401.976,402.684,1450.45,4005.16,triangle_3khz,1_20230503_073000.wav
423.966666667,424.788,1571.07,3697.64,triangle_3khz,1_20230503_073000.wav
433.608,434.345333333,1663.33,3697.64,triangle_3khz,1_20230503_073000.wav
33.048,33.852,1767.82,4021.0,triangle_3khz,1_20230325_070000.wav
124.112,125.12,1720.82,4130.81,triangle_3khz,1_20230325_070000.wav
162.368,163.232,1314.38,4243.62,triangle_3khz,1_20230325_070000.wav
167.664,168.496,1483.81,4243.62,triangle_3khz,1_20230325_070000.wav
186.272,187.088,1503.93,4243.62,triangle_3khz,1_20230325_070000.wav
197.536,198.4,1425.03,4186.84,triangle_3khz,1_20230325_070000.wav
206.784,207.68,1463.95,3861.73,triangle_3khz,1_20230325_070000.wav
343.232,344.016,1425.03,4130.81,triangle_3khz,1_20230325_070000.wav
421.632,422.4,1405.96,4130.81,triangle_3khz,1_20230325_070000.wav
430.352,431.104,1387.15,4075.53,triangle_3khz,1_20230325_070000.wav
462.76,463.456,1387.15,4130.81,triangle_3khz,1_20230325_070000.wav
501.104,501.92,1444.36,4243.62,triangle_3khz,1_20230325_070000.wav
508.213333333,508.773333333,1483.81,4075.53,triangle_3khz,1_20230325_070000.wav
513.866666667,514.613333333,1425.03,4301.18,triangle_3khz,1_20230325_070000.wav
536.146666667,536.92,1524.33,4301.18,triangle_3khz,1_20230325_070000.wav
543.213333333,543.933333333,1387.15,3914.1,triangle_3khz,1_20230325_070000.wav
550.826666667,551.626666667,1463.95,3659.13,triangle_3khz,1_20230325_070000.wav
557.466666667,558.293333333,1524.33,3861.73,triangle_3khz,1_20230325_070000.wav
568.333333333,569.093333333,1524.33,4130.81,triangle_3khz,1_20230325_070000.wav
580.72,581.426666667,1503.93,3914.1,triangle_3khz,1_20230325_070000.wav
16.053333333,16.52,254.055,626.511,upsweep_500hz,1_20230316_063000.wav
18.466666667,18.84,282.966,585.699,upsweep_500hz,1_20230316_063000.wav
20.813333333,20.986666667,271.757,652.35,upsweep_500hz,1_20230316_063000.wav
104.613333333,105.2,332.616,593.643,upsweep_500hz,1_20230316_063000.wav
107.12,107.466666667,315.166,635.008,upsweep_500hz,1_20230316_063000.wav
109.306666667,109.76,310.949,593.643,upsweep_500hz,1_20230316_063000.wav
111.706666667,112.106666667,328.165,585.699,upsweep_500hz,1_20230316_063000.wav
143.637333333,144.085333333,306.788,601.695,upsweep_500hz,1_20230316_063000.wav
145.877333333,146.282666667,290.693,635.008,upsweep_500hz,1_20230316_063000.wav
148.16,148.650666667,271.757,635.008,upsweep_500hz,1_20230316_063000.wav
150.570666667,150.912,290.693,618.127,upsweep_500hz,1_20230316_063000.wav
167.046666667,167.686666667,1767.82,3861.73,triangle_3khz,1_20230316_063000.wav
225.776,226.16,298.632,593.643,upsweep_500hz,1_20230316_063000.wav
228.16,228.368,298.632,577.862,upsweep_500hz,1_20230316_063000.wav
230.416,230.656,294.636,577.862,upsweep_500hz,1_20230316_063000.wav
232.768,233.04,315.166,593.643,upsweep_500hz,1_20230316_063000.wav
268.248,269.004,1405.96,4478.57,triangle_3khz,1_20230316_063000.wav
273.18,273.996,1296.79,4418.64,triangle_3khz,1_20230316_063000.wav
281.088,281.796,1425.03,4186.84,triangle_3khz,1_20230316_063000.wav
287.508,288.012,298.632,577.862,upsweep_500hz,1_20230316_063000.wav
289.824,290.304,290.693,601.695,upsweep_500hz,1_20230316_063000.wav
292.212,292.512,260.993,585.699,upsweep_500hz,1_20230316_063000.wav
292.32,293.136,1483.81,4243.62,triangle_3khz,1_20230316_063000.wav
294.408,294.816,279.179,618.127,upsweep_500hz,1_20230316_063000.wav
296.736,297.036,294.636,593.643,upsweep_500hz,1_20230316_063000.wav
299.088,299.292,298.632,570.129,upsweep_500hz,1_20230316_063000.wav
299.592,300.384,1387.15,3914.1,triangle_3khz,1_20230316_063000.wav
313.596,314.304,1425.03,4301.18,triangle_3khz,1_20230316_063000.wav
325.452,325.692,286.803,601.695,upsweep_500hz,1_20230316_063000.wav
326.508,327.228,1425.03,3967.19,triangle_3khz,1_20230316_063000.wav
327.492,327.948,275.443,570.129,upsweep_500hz,1_20230316_063000.wav
329.933333333,330.166666667,290.693,618.127,upsweep_500hz,1_20230316_063000.wav
332.08,332.406666667,275.443,626.511,upsweep_500hz,1_20230316_063000.wav
334.304,334.64,279.179,593.643,upsweep_500hz,1_20230316_063000.wav
336.504,336.904,260.993,570.129,upsweep_500hz,1_20230316_063000.wav
338.736,339.128,337.127,618.127,upsweep_500hz,1_20230316_063000.wav
343.168,343.688,1565.96,3759.07,triangle_3khz,1_20230316_063000.wav
349.928,350.608,1350.27,3659.13,triangle_3khz,1_20230316_063000.wav
357.848,358.496,1503.93,4243.62,triangle_3khz,1_20230316_063000.wav
363.584,364.304,1503.93,3861.73,triangle_3khz,1_20230316_063000.wav
369.512,370.168,1503.93,4359.52,triangle_3khz,1_20230316_063000.wav
375.4,376.112,1444.36,3467.17,triangle_3khz,1_20230316_063000.wav
382.464,382.816,271.757,593.643,upsweep_500hz,1_20230316_063000.wav
383.488,384.202666667,1483.81,3810.05,triangle_3khz,1_20230316_063000.wav
384.714666667,385.109333333,264.533,601.695,upsweep_500hz,1_20230316_063000.wav
387.008,387.402666667,271.757,593.643,upsweep_500hz,1_20230316_063000.wav
389.290666667,389.642666667,286.803,601.695,upsweep_500hz,1_20230316_063000.wav
390.4,391.2,1503.93,3759.07,triangle_3khz,1_20230316_063000.wav
391.594666667,391.861333333,225.046,577.862,upsweep_500hz,1_20230316_063000.wav
393.749333333,394.133333333,319.441,601.695,upsweep_500hz,1_20230316_063000.wav
399.036,399.792,1545.0,3914.1,triangle_3khz,1_20230316_063000.wav
442.848,443.736,243.992,652.35,upsweep_500hz,1_20230316_063000.wav
445.272,446.124,264.533,577.862,upsweep_500hz,1_20230316_063000.wav
447.66,448.416,268.121,577.862,upsweep_500hz,1_20230316_063000.wav
449.88,450.708,268.121,609.856,upsweep_500hz,1_20230316_063000.wav
452.148,453.084,254.055,609.856,upsweep_500hz,1_20230316_063000.wav
454.44,455.316,250.655,601.695,upsweep_500hz,1_20230316_063000.wav
456.696,457.632,247.301,554.973,upsweep_500hz,1_20230316_063000.wav
459.168,459.888,286.803,562.5,upsweep_500hz,1_20230316_063000.wav
483.624,484.296,260.993,609.856,upsweep_500hz,1_20230316_063000.wav
485.796,486.576,260.993,601.695,upsweep_500hz,1_20230316_063000.wav
488.088,488.748,275.443,585.699,upsweep_500hz,1_20230316_063000.wav
490.332,491.04,260.993,601.695,upsweep_500hz,1_20230316_063000.wav
492.648,493.272,275.443,577.862,upsweep_500hz,1_20230316_063000.wav
527.46,528.204,257.501,593.643,upsweep_500hz,1_20230316_063000.wav
529.692,530.424,254.055,609.856,upsweep_500hz,1_20230316_063000.wav
531.9,532.692,268.121,585.699,upsweep_500hz,1_20230316_063000.wav
534.156,534.948,254.055,601.695,upsweep_500hz,1_20230316_063000.wav
536.412,537.18,250.655,593.643,upsweep_500hz,1_20230316_063000.wav
560.616,561.288,319.441,570.129,upsweep_500hz,1_20230316_063000.wav
562.8,563.448,319.441,562.5,upsweep_500hz,1_20230316_063000.wav
565.008,565.608,315.166,562.5,upsweep_500hz,1_20230316_063000.wav
589.077333333,589.952,282.966,585.699,upsweep_500hz,1_20230316_063000.wav
591.872,592.533333333,286.803,609.856,upsweep_500hz,1_20230316_063000.wav
594.005333333,594.773333333,294.636,585.699,upsweep_500hz,1_20230316_063000.wav
596.224,596.992,290.693,601.695,upsweep_500hz,1_20230316_063000.wav
598.378666667,599.189333333,302.683,554.973,upsweep_500hz,1_20230316_063000.wav
80.833333333,81.826666667,1264.81,3783.01,triangle_3khz,1_20230712_070000.wav
416.469333333,417.536,5513.13,7943.32,fast_trill_6khz,1_20230712_070000.wav
422.218666667,423.146666667,5576.41,7853.18,fast_trill_6khz,1_20230712_070000.wav
429.290666667,430.432,5267.11,7588.86,fast_trill_6khz,1_20230712_070000.wav
447.669333333,448.522666667,5640.41,7764.07,fast_trill_6khz,1_20230712_070000.wav
464.714666667,465.685333333,5640.41,7853.18,fast_trill_6khz,1_20230712_070000.wav
474.432,475.253333333,5705.15,7853.18,fast_trill_6khz,1_20230712_070000.wav
485.472,486.485333333,5640.41,7853.18,fast_trill_6khz,1_20230712_070000.wav
492.021333333,492.832,5640.41,7588.86,fast_trill_6khz,1_20230712_070000.wav
499.050666667,500.256,5640.41,8219.99,fast_trill_6khz,1_20230712_070000.wav
507.744,508.554666667,5576.41,7764.07,fast_trill_6khz,1_20230712_070000.wav
514.773333333,515.658666667,5513.13,7588.86,fast_trill_6khz,1_20230712_070000.wav
531.264,532.448,5450.57,7943.32,fast_trill_6khz,1_20230712_070000.wav
544.266666667,545.290666667,5576.41,7333.43,fast_trill_6khz,1_20230712_070000.wav
16.081333333,16.538666667,1916.65,4186.84,nr_syllable_3khz,1_20230414_073000.wav
17.014666667,17.565333333,1995.69,4021.0,nr_syllable_3khz,1_20230414_073000.wav
18.926,19.386,1350.27,4075.53,nr_syllable_3khz,1_20230414_073000.wav
20.458666667,20.967333333,1816.1,3810.05,nr_syllable_3khz,1_20230414_073000.wav
75.984,76.456,1891.0,4186.84,nr_syllable_3khz,1_20230414_073000.wav
99.016,99.64,1791.79,4418.64,nr_syllable_3khz,1_20230414_073000.wav
239.848,241.098666667,5721.33,8923.32,fast_trill_6khz,1_20230901_063000.wav
76.570666667,77.270666667,1741.02,3959.71,triangle_3khz,1_20230819_073000.wav
309.558666667,310.305333333,1589.11,3959.71,triangle_3khz,1_20230819_073000.wav
333.778666667,334.926666667,6040.17,8802.57,fast_trill_6khz,1_20230819_073000.wav
344.997333333,346.042666667,6250.55,8506.29,fast_trill_6khz,1_20230819_073000.wav
350.970666667,351.866666667,6179.62,8409.77,fast_trill_6khz,1_20230819_073000.wav
358.866666667,360.014666667,6179.62,8603.93,fast_trill_6khz,1_20230819_073000.wav
370.176,371.208,6179.62,8034.49,fast_trill_6khz,1_20230819_073000.wav
379.306666667,380.305333333,5903.86,8126.71,fast_trill_6khz,1_20230819_073000.wav
386.222666667,387.221333333,6109.5,8314.34,fast_trill_6khz,1_20230819_073000.wav
391.897333333,392.793333333,6109.5,7675.96,fast_trill_6khz,1_20230819_073000.wav
479.192,479.72,1607.35,3573.19,triangle_3khz,1_20230819_073000.wav
494.624,495.376,6109.5,8409.77,fast_trill_6khz,1_20230819_073000.wav
109.333333333,109.933333333,1262.32,3375.0,triangle_3khz,1_20230415_063000.wav
119.706666667,120.3,1524.33,3420.78,triangle_3khz,1_20230415_063000.wav
60.192,60.768,2811.72,4005.16,nr_syllable_3khz,1_20230506_073000.wav
61.088,61.632,2748.27,3826.43,nr_syllable_3khz,1_20230506_073000.wav
62.432,63.018666667,2625.63,3697.64,nr_syllable_3khz,1_20230506_073000.wav
63.68,64.224,2595.83,3655.68,nr_syllable_3khz,1_20230506_073000.wav
64.885333333,65.376,2508.46,3655.68,nr_syllable_3khz,1_20230506_073000.wav
129.712,130.128,2566.38,4144.66,nr_syllable_3khz,1_20230506_073000.wav
130.432,131.008,2451.86,3783.01,nr_syllable_3khz,1_20230506_073000.wav
131.224,131.784,2537.26,3783.01,nr_syllable_3khz,1_20230506_073000.wav
132.016,132.6,2537.26,3740.08,nr_syllable_3khz,1_20230506_073000.wav
132.76,133.304,2424.03,3740.08,nr_syllable_3khz,1_20230506_073000.wav
133.56,134.064,2625.63,3826.43,nr_syllable_3khz,1_20230506_073000.wav
134.328,134.816,2537.26,3740.08,nr_syllable_3khz,1_20230506_073000.wav
441.728,442.6,1417.72,3914.77,triangle_3khz,1_20230604_070000.wav
9.426666667,10.313333333,1425.03,4243.62,triangle_3khz,1_20230328_063000.wav
18.909333333,19.618666667,1444.36,4186.84,triangle_3khz,1_20230328_063000.wav
49.056,49.681333333,1463.95,3861.73,triangle_3khz,1_20230328_063000.wav
59.537333333,60.153333333,1524.33,3861.73,triangle_3khz,1_20230328_063000.wav
69.729333333,70.42,1652.66,3967.19,triangle_3khz,1_20230328_063000.wav
74.610666667,75.329333333,1503.93,3759.07,triangle_3khz,1_20230328_063000.wav
82.516,83.038666667,1565.96,3810.05,triangle_3khz,1_20230328_063000.wav
87.518666667,88.190666667,1524.33,3967.19,triangle_3khz,1_20230328_063000.wav
92.661333333,93.324,1444.36,3810.05,triangle_3khz,1_20230328_063000.wav
179.166,179.73,1463.95,3861.73,triangle_3khz,1_20230328_063000.wav
246.530666667,247.156,1212.32,4186.84,triangle_3khz,1_20230328_063000.wav
251.206666667,251.813333333,1212.32,4243.62,triangle_3khz,1_20230328_063000.wav
261.632,262.293333333,1279.44,3759.06,triangle_3khz,1_20230328_063000.wav
266.005333333,266.613333333,1314.38,4301.18,triangle_3khz,1_20230328_063000.wav
270.309333333,270.896,1463.95,4539.32,triangle_3khz,1_20230328_063000.wav
275.178666667,275.893333333,1350.27,4075.53,triangle_3khz,1_20230328_063000.wav
280.293333333,280.869333333,1387.15,4075.53,triangle_3khz,1_20230328_063000.wav
285.733333333,286.464,1314.38,4243.62,triangle_3khz,1_20230328_063000.wav
290.250666667,290.896,1483.81,4790.64,triangle_3khz,1_20230328_063000.wav
295.536,296.208,1483.81,3967.19,triangle_3khz,1_20230328_063000.wav
303.6,304.266666667,1608.73,4243.62,triangle_3khz,1_20230328_063000.wav
308.256,308.976,1524.33,3610.17,triangle_3khz,1_20230328_063000.wav
308.976,308.976010417,1608.73,1608.73,triangle_3khz,1_20230328_063000.wav
312.949333333,313.632,1503.93,4243.62,triangle_3khz,1_20230328_063000.wav
320.28,320.928,1565.96,3914.1,triangle_3khz,1_20230328_063000.wav
336.088,337.12,6023.61,8211.53,fast_trill_6khz,1_20230328_063000.wav
347.008,348.128,6023.61,9023.59,fast_trill_6khz,1_20230328_063000.wav
353.056,353.832,1652.66,3708.76,triangle_3khz,1_20230328_063000.wav
357.984,358.728,1483.81,4359.52,triangle_3khz,1_20230328_063000.wav
415.496,416.2,1463.95,3610.17,triangle_3khz,1_20230328_063000.wav
424.76,425.448,1720.82,3708.76,triangle_3khz,1_20230328_063000.wav
428.376,428.92,1630.54,3914.1,triangle_3khz,1_20230328_063000.wav
521.368,521.952,1503.93,3708.76,triangle_3khz,1_20230328_063000.wav
528.12,528.784,1350.27,4186.84,triangle_3khz,1_20230328_063000.wav
539.536,540.192,1503.93,4075.53,triangle_3khz,1_20230328_063000.wav
571.488,572.128,1463.95,4301.18,triangle_3khz,1_20230328_063000.wav
579.496,580.168,1608.73,4301.18,triangle_3khz,1_20230328_063000.wav
589.56,590.136,1503.93,4130.81,triangle_3khz,1_20230328_063000.wav
599.232,599.928,1463.95,3967.19,triangle_3khz,1_20230328_063000.wav
3.152,4.064,5971.63,9426.44,fast_trill_6khz,1_20230813_070000.wav
10.72,12.384,5903.86,9979.98,fast_trill_6khz,1_20230813_070000.wav
17.184,17.92,6040.17,8802.57,fast_trill_6khz,1_20230813_070000.wav
34.736,35.616,6040.17,9426.44,fast_trill_6khz,1_20230813_070000.wav
78.464,79.424,5971.63,9213.72,fast_trill_6khz,1_20230813_070000.wav
121.536,123.088,5903.86,9213.72,fast_trill_6khz,1_20230813_070000.wav
138.368,139.888,5770.63,10446.1,fast_trill_6khz,1_20230813_070000.wav
147.04,148.304,5705.15,10210.4,fast_trill_6khz,1_20230813_070000.wav
165.088,166.506666667,5903.86,9644.07,fast_trill_6khz,1_20230813_070000.wav
439.618666667,440.850666667,5903.86,7764.07,fast_trill_6khz,1_20230813_070000.wav
460.021333333,461.514666667,6101.42,9349.42,fast_trill_6khz,1_20230916_173000.wav
356.48,357.488,5836.87,8034.49,fast_trill_6khz,1_20230521_070000.wav
496.944,497.928,5903.86,7853.18,fast_trill_6khz,1_20230521_070000.wav
522.288,523.476,5971.63,8219.99,fast_trill_6khz,1_20230521_070000.wav
535.02,536.208,6040.17,8219.99,fast_trill_6khz,1_20230521_070000.wav
578.244,579.54,6040.17,8219.99,fast_trill_6khz,1_20230521_070000.wav
0.074666667,0.917333333,6115.2,8705.55,fast_trill_6khz,1_20230902_070000.wav
302.058666667,303.146666667,5959.19,8483.45,fast_trill_6khz,1_20230902_070000.wav
207.928,209.010666667,5721.33,8209.81,fast_trill_6khz,1_20230830_063000.wav
237.916,238.998666667,6048.19,8209.81,fast_trill_6khz,1_20230830_063000.wav
246.185333333,247.230666667,5801.35,8096.57,fast_trill_6khz,1_20230830_063000.wav
272.4,273.413333333,5721.33,8324.64,fast_trill_6khz,1_20230830_063000.wav
285.24,286.466666667,6048.19,8209.81,fast_trill_6khz,1_20230830_063000.wav
426.533333333,427.786666667,5801.35,7984.89,fast_trill_6khz,1_20230830_063000.wav
483.381333333,484.682666667,5882.49,8800.23,fast_trill_6khz,1_20230830_063000.wav
488.373333333,489.44,5564.58,8324.64,fast_trill_6khz,1_20230830_063000.wav
548.426666667,549.901333333,5882.49,7766.13,fast_trill_6khz,1_20230830_063000.wav
566.197333333,567.597333333,5721.33,7984.89,fast_trill_6khz,1_20230830_063000.wav
575.008,576.24,5721.33,8096.57,fast_trill_6khz,1_20230830_063000.wav
580.16,581.485333333,5882.49,8096.57,fast_trill_6khz,1_20230830_063000.wav
587.266666667,588.626666667,5801.35,8209.81,fast_trill_6khz,1_20230830_063000.wav
593.266666667,594.466666667,5801.35,7874.75,fast_trill_6khz,1_20230830_063000.wav
465.744,466.524,1463.95,3967.19,triangle_3khz,1_20230317_073000.wav
14.112,14.541333333,2914.01,3685.9,nr_syllable_3khz,1_20230902_060000.wav
14.690666667,15.138666667,2774.79,3685.9,nr_syllable_3khz,1_20230902_060000.wav
15.362666667,15.922666667,2774.79,3758.79,nr_syllable_3khz,1_20230902_060000.wav
16.818666667,17.257333333,2694.47,3795.77,nr_syllable_3khz,1_20230902_060000.wav
38.208,38.730666667,2697.77,3774.92,nr_syllable_3khz,1_20230902_060000.wav
38.922666667,39.434666667,2697.77,3807.58,nr_syllable_3khz,1_20230902_060000.wav
39.754666667,40.277333333,2768.4,3807.58,nr_syllable_3khz,1_20230902_060000.wav
40.512,41.013333333,2697.77,3807.58,nr_syllable_3khz,1_20230902_060000.wav
41.898666667,42.357333333,2674.63,3678.62,nr_syllable_3khz,1_20230902_060000.wav
42.933333333,43.424,2590.98,3758.79,nr_syllable_3khz,1_20230902_060000.wav
44.16,44.586666667,2857.5,3579.21,nr_syllable_3khz,1_20230902_060000.wav
89.906666667,90.38,2370.76,3807.58,nr_syllable_3khz,1_20230902_060000.wav
90.6,91.086666667,2411.96,3941.07,nr_syllable_3khz,1_20230902_060000.wav
91.353333333,91.873333333,2232.03,3941.07,nr_syllable_3khz,1_20230902_060000.wav
92.146666667,92.733333333,2411.96,3807.58,nr_syllable_3khz,1_20230902_060000.wav
92.94,93.446666667,2290.47,3941.07,nr_syllable_3khz,1_20230902_060000.wav
93.666666667,94.173333333,2270.82,3873.75,nr_syllable_3khz,1_20230902_060000.wav
94.473333333,95.053333333,2350.43,3742.55,nr_syllable_3khz,1_20230902_060000.wav
95.193333333,95.706666667,2310.28,3907.26,nr_syllable_3khz,1_20230902_060000.wav
95.966666667,96.553333333,2330.27,3907.26,nr_syllable_3khz,1_20230902_060000.wav
97.368,97.944,2674.63,3710.45,nr_syllable_3khz,1_20230902_060000.wav
106.08,106.606666667,2350.43,3807.58,nr_syllable_3khz,1_20230902_060000.wav
106.886666667,107.326666667,2518.12,3710.45,nr_syllable_3khz,1_20230902_060000.wav
107.793333333,108.22,2561.88,3807.58,nr_syllable_3khz,1_20230902_060000.wav
108.586666667,108.973333333,2628.95,3907.26,nr_syllable_3khz,1_20230902_060000.wav
109.293333333,109.741333333,2651.69,3840.52,nr_syllable_3khz,1_20230902_060000.wav
110.058666667,110.572,2432.83,3774.92,nr_syllable_3khz,1_20230902_060000.wav
110.88,111.346666667,2561.88,3774.92,nr_syllable_3khz,1_20230902_060000.wav
187.814666667,188.272,2721.11,3807.58,nr_syllable_3khz,1_20230902_060000.wav
188.542666667,188.981333333,2816.5,3840.52,nr_syllable_3khz,1_20230902_060000.wav
189.214666667,189.737333333,2768.4,3742.55,nr_syllable_3khz,1_20230902_060000.wav
189.98,190.502666667,2816.5,3907.26,nr_syllable_3khz,1_20230902_060000.wav
190.801333333,191.230666667,2840.87,3742.55,nr_syllable_3khz,1_20230902_060000.wav
191.566666667,192.108,2865.45,3742.55,nr_syllable_3khz,1_20230902_060000.wav
212.697333333,213.136,2792.35,3840.52,nr_syllable_3khz,1_20230902_060000.wav
214.041333333,214.489333333,2697.77,3873.75,nr_syllable_3khz,1_20230902_060000.wav
215.124,215.665333333,2721.11,3774.92,nr_syllable_3khz,1_20230902_060000.wav
216.374666667,216.953333333,2721.11,3742.55,nr_syllable_3khz,1_20230902_060000.wav
217.616,218.138666667,2744.65,3840.52,nr_syllable_3khz,1_20230902_060000.wav
